DATE,TIME,INVOICE_NO,ITEM,QUANTITY,RATE,SUB_TOTAL,AMOUNT,DAY,CATEGORY,PERSON
01-10-2023,13.08,913,VEG PULAV,1,85,85,,1_,MAIN DISH,
01-10-2023,13.08,913,BUTTER CHICKEN,1,130,130,,1_,GRAVY,
01-10-2023,13.08,913,CURD,1,10,10,315,1_,,3
01-10-2023,13.08,913,PAROTTA,5,18,90,,1_,MAIN DISH,
01-10-2023,14.4,948,EGG CHILLI,1,50,50,,1_,STARTER,3
01-10-2023,14.4,948,CHILLI GOBI,1,55,55,,1_,STARTER,
01-10-2023,14.4,948,BUN PAROTTA,4,25,100,,1_,MAIN DISH,
01-10-2023,14.4,948,PAROTTA,2,18,36,,1_,MAIN DISH,
01-10-2023,14.4,948,GOLI SODA,2,30,60,301,1_,BEVRAGE,
01-10-2023,16.08,977,EGG FRIED RICE,1,80,80,,1_,MAIN DISH,3
01-10-2023,16.08,977,VEG PULAV,1,85,85,,1_,MAIN DISH,
01-10-2023,16.08,977,OMLETTE,1,18,18,,1_,STARTER,
01-10-2023,16.08,977,KALAKI,1,15,15,,1_,STARTER,
01-10-2023,16.08,977,PAROTTA,1,18,18,,1_,MAIN DISH,
01-10-2023,16.08,977,MUSHROOM MASALA,1,90,90,446,1_,GRAVY,
01-10-2023,16.08,977,PLAIN BIRIYANI,2,70,140,,1_,MAIN DISH,
01-10-2023,19.37,999,CHAPPATHI,3,18,54,,1_,MAIN DISH,3
01-10-2023,19.37,999,CHILLI CHICKEN,1,100,100,,1_,STARTER,
01-10-2023,19.37,999,CHILLI GOBI,1,55,55,389,1_,STARTER,
01-10-2023,19.37,999,CHICKEN BIRIYANI,1,110,110,,1_,MAIN DISH,
01-10-2023,19.37,999,PLAIN BIRIYANI,1,70,70,,1_,MAIN DISH,
01-10-2023,20.29,9117,GHEE ROAST,2,50,100,,1_,MAIN DISH,3
01-10-2023,20.29,9117,EGG ROAST,2,50,100,,1_,MAIN DISH,
01-10-2023,20.29,9117,COOL DRINKS,2,15,30,430,1_,BEVRAGE,
01-10-2023,20.29,9117,CHICKEN NOODLES,1,100,100,,1_,MAIN DISH,
01-10-2023,20.29,9117,CHILLI CHICKEN,1,100,100,,1_,STARTER,
01-10-2023,20.33,9120,CHILLI CHICKEN,2,100,200,,1_,STARTER,3
01-10-2023,20.33,9120,ONION UTTAPAM,1,50,50,590,1_,MAIN DISH,
01-10-2023,20.33,9120,MUTTON BIRIYANI,2,170,340,,1_,MAIN DISH,
01-10-2023,21.55,9141,DOSA,10,20,200,200,1_,MAIN DISH,5
01-10-2023,22.1,9145,UTHAPPAM,1,35,35,,1_,MAIN DISH,3
01-10-2023,22.1,9145,ONION UTTAPAM,1,50,50,,1_,MAIN DISH,
01-10-2023,22.1,9145,GILMA BIRIYANI,2,130,260,345,1_,MAIN DISH,
01-10-2023,22.27,9152,VEG FRIED RICE,1,80,80,,1_,MAIN DISH,1
01-10-2023,22.27,9152,PLAIN VEECHU PAROTTA,1,25,25,,1_,MAIN DISH,
01-10-2023,22.27,9152,EGG BURJI MASALA,1,70,70,175,1_,GRAVY,
02-10-2023,14.05,925,MUTTON BIRIYANI,1,170,170,,2_,MAIN DISH,3
02-10-2023,14.05,925,VEG FRIED RICE,1,80,80,,2_,MAIN DISH,
02-10-2023,14.05,925,OMLETTE,1,18,18,,2_,STARTER,
02-10-2023,14.05,925,CHAPPATHI,3,18,54,322,2_,MAIN DISH,
02-10-2023,16.46,962,PLAIN BIRIYANI,1,70,70,,2_,MAIN DISH,3
02-10-2023,16.46,962,CHAPPATHI,1,18,18,,2_,MAIN DISH,
02-10-2023,16.46,962,CHILLI GOBI,1,55,55,,2_,STARTER,
02-10-2023,16.46,962,GOLI SODA,1,30,30,281,2_,BEVRAGE,
02-10-2023,16.46,962,PAROTTA,4,18,72,,2_,MAIN DISH,
02-10-2023,16.46,962,OMLETTE,2,18,36,,2_,STARTER,
02-10-2023,19.4,973,KALAKI,1,15,15,,2_,STARTER,1
02-10-2023,19.4,973,ONION ROAST,1,50,50,,2_,MAIN DISH,
02-10-2023,19.4,973,GOLI SODA,1,30,30,131,2_,BEVRAGE,
02-10-2023,19.4,973,PAROTTA,2,18,36,,2_,MAIN DISH,
02-10-2023,19.5,977,CHICKEN BIRIYANI,1,110,110,,2_,MAIN DISH,3
02-10-2023,19.5,977,KALAKI,1,15,15,215,2_,STARTER,
02-10-2023,19.5,977,PAROTTA,5,18,90,,2_,MAIN DISH,
02-10-2023,19.54,981,OMLETTE,1,18,18,,2_,STARTER,1
02-10-2023,19.54,981,EGG DOSA,1,30,30,98,2_,MAIN DISH,
02-10-2023,19.54,981,BUN PAROTTA,2,25,50,,2_,MAIN DISH,
02-10-2023,20.02,986,PLAIN BIRIYANI,1,70,70,,2_,MAIN DISH,1
02-10-2023,20.02,986,CHILLI CHICKEN,1,100,100,,2_,STARTER,
02-10-2023,20.02,986,DOSA,1,20,20,190,2_,MAIN DISH,
02-10-2023,20.2,992,CHICKEN ROAST,1,90,90,,2_,MAIN DISH,1
02-10-2023,20.2,992,CHICKEN NOODLES,1,100,100,190,2_,MAIN DISH,
02-10-2023,20.51,9108,EGG PAROTTA,1,70,70,,2_,MAIN DISH,3
02-10-2023,20.51,9108,CHICKEN NOODLES,1,100,100,,2_,MAIN DISH,
02-10-2023,20.51,9108,PAROTTA,4,18,72,,2_,MAIN DISH,
02-10-2023,20.51,9108,KALAKI,2,15,30,272,2_,STARTER,
02-10-2023,21.58,9151,PAROTTA,2,18,36,,2_,MAIN DISH,3
02-10-2023,21.58,9151,DOSA,2,20,40,,2_,MAIN DISH,
02-10-2023,21.58,9151,PODI DOSA,1,30,30,,2_,MAIN DISH,
02-10-2023,21.58,9151,CHICKEN PAROTTA,1,90,90,196,2_,MAIN DISH,
02-10-2023,22.06,9155,CHICKEN FRIED RICE,2,100,200,,2_,MAIN DISH,5
02-10-2023,22.06,9155,CHICKEN BIRIYANI,1,110,110,,2_,MAIN DISH,
02-10-2023,22.06,9155,ROAST,1,35,35,,2_,MAIN DISH,
02-10-2023,22.06,9155,CHICKEN NOODLES,1,100,100,,2_,MAIN DISH,
02-10-2023,22.06,9155,CHICKEN PAROTTA,1,90,90,665,2_,MAIN DISH,
02-10-2023,22.06,9155,GILMA BIRIYANI,1,130,130,,2_,MAIN DISH,
02-10-2023,22.12,9159,PAROTTA,6,18,108,,2_,MAIN DISH,3
02-10-2023,22.12,9159,CHICKEN DOSA,2,70,140,,2_,MAIN DISH,
02-10-2023,22.12,9159,GOLI SODA,3,30,90,728,2_,BEVRAGE,
02-10-2023,22.12,9159,GHEE PODI ROAST,1,60,60,,2_,MAIN DISH,
02-10-2023,22.12,9159,CHICKEN PALLIPALAYAM,1,120,120,,2_,GRAVY,
02-10-2023,22.12,9159,PEPPER CHICKEN MASALA,1,130,130,,2_,GRAVY,
02-10-2023,22.12,9159,MUSHROOM CHILLI,1,80,80,,2_,STARTER,
